id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg40051751,https://bitcointalk.org/index.php?topic=2857972.0,,3180,Announcements (Altcoins),2018-06-13 18:27:58,irina71,Newbie,3,0,,[ANN][OFFICIAL] GameX (GX) | NextGEN Gaming Cryptocurrency,The best!,False
2,msg41288175,https://bitcointalk.org/index.php?topic=2857972.0,,3180,Announcements (Altcoins),2018-07-01 14:01:36,lesdomplus,Newbie,9,0,,[ANN][OFFICIAL] GameX (GX) | NextGEN Gaming Cryptocurrency," я  c вaми yжe oкoлo 3x  мecяцeв  Email: lesdomplus733@gmail.com Member Since: Mar 31, 2018 Referral Link: https://gamex.co.in?mref=lesdomplus",False
3,msg41334133,https://bitcointalk.org/index.php?topic=2857972.0,,3180,Announcements (Altcoins),2018-07-02 04:55:52,Cryptorianx,Full Member,405,112,,[ANN][OFFICIAL] GameX (GX) | NextGEN Gaming Cryptocurrency,Airdrop is still going on and GameX team will burn 1 billion tokens.But 9 billion supply is still so high guys.As the team said before GameX tokens should bed dropped until 1 billion. Sasha is also stay with your team and support the project in real time meetings or conversations.  Good Luck & Best Regards.,False
4,msg41719264,https://bitcointalk.org/index.php?topic=2857972.0,msg29335656,3180,Announcements (Altcoins),2018-07-07 20:32:36,Faro1990,Newbie,5,0,,[ANN][OFFICIAL] GameX (GX) | NextGEN Gaming Cryptocurrency, ,False
5,msg42179493,https://bitcointalk.org/index.php?topic=2857972.0,,3180,Announcements (Altcoins),2018-07-14 20:08:58,muhtashimrana2,Newbie,83,0,,[ANN][OFFICIAL] GameX (GX) | NextGEN Gaming Cryptocurrency,"GX Username : muhtashimrana Email : muhtashimrana@gmail.com  i'm participating in the bitcointalk signature reward campaign here is my forum link . https://bitcointalk.org/index.php?action=profile;u=1906627 so, add me to reward list.",False
6,msg43794469,https://bitcointalk.org/index.php?topic=2857972.0,,3180,Announcements (Altcoins),2018-08-09 21:16:04,GrosWesh,Sr. Member,616,280,,[ANN][OFFICIAL] GameX (GX) | NextGEN Gaming Cryptocurrency,"Hello ! I 'm here to take some news about Gamex     I connect every day, without fail, since March.  I particularly appreciate the site, graphics rock   , super design, has my humble opinion.   What do you have in the drawers? I do not doubt that you will succeed in taking off, but the question is ... when ?? GL!",False
7,msg45186003,https://bitcointalk.org/index.php?topic=2857972.0,,3180,Announcements (Altcoins),2018-09-04 14:25:53,TheGift73,Hero Member,525,501,,[ANN][OFFICIAL] GameX (GX) | NextGEN Gaming Cryptocurrency,"@GXLisa I have just given my opinion on the main site as to the question regarding moving the current GX token from a Waves based token to an Ethereum based one. As I said there, I think it would be a fantastic idea as we could build upon the already huge development that has, and continues to happen, in Ethereum as well as other ERC20 tokens. With the amount of devs out there building upon Ethereum, it can only work wonders for GX in the future. While I understand that some people may wish to stay with Waves tech, they must realise that the speed of development that is happening on the Ethereum platform is miles ahead of and Waves develpment. I don't mean for that to sound insulting to an Waves devs out there; it just the way it is.  If this were to happen, will the token swap be a one-one swap, and if so I assume that users who have their token stored with you guys via the official GX site, won't have to do anything as the swap will be done by yourselves on our behalf?  Once again, thank you to the team for their continuing development of all things GX. The future of GX is looking exciting.",False
8,msg45931357,https://bitcointalk.org/index.php?topic=2857972.0,,3180,Announcements (Altcoins),2018-09-20 08:32:17,TheGift73,Hero Member,525,501,,[ANN][OFFICIAL] GameX (GX) | NextGEN Gaming Cryptocurrency,"Fantastic news regarding GX moving from the Waves platform to Ethereums' platform soon. I do genuinely believe that you made the correct decision on that, and you will hopefully get the support you need from Ethereum moving forward.",False
9,msg47766655,https://bitcointalk.org/index.php?topic=2857972.0,,3180,Announcements (Altcoins),2018-11-10 14:14:57,hellen xaveria,Full Member,212,100,,[ANN][OFFICIAL] GameX (GX) | NextGEN Gaming Cryptocurrency,❱ Tanggal Periode: 10 - 11- 2018 ❱ Bitcointalk.org Nama Pengguna: hellen xaveria ❱ Bitcointalk Profile Link: https://bitcointalk.org/index.php?action=profile;u=980199 ❱ Akun Twitter: https:https://twitter.com/HXaverria ❱ Telegram: @Hellenxaverria ❱ Alamat Dompet Ombak: 0xD6AF7435Fd7c6DB12B00E92752c03A7d466A52e8 ❱ Tautan Tweets:  1. https://twitter.com/HXaverria/status/1061258575274602496  ❱ Tautan Linkedln:  1. https://www.linkedin.com/feed/update/urn:li:activity:6467019574255673344 2. https://www.linkedin.com/feed/update/urn:li:activity:6467021623869444096  ❱ https://gamex.co.in/gx-posts/#exchain-campaign,False
10,msg48119065,https://bitcointalk.org/index.php?topic=2857972.0,,3180,Announcements (Altcoins),2018-11-22 06:22:19,pushpamastwal1994@gmail.c,Newbie,10,0,,[ANN][OFFICIAL] GameX (GX) | NextGEN Gaming Cryptocurrency,Hi GameX also listed in https://buzzex.io/vote here to you can vote there and coin will be added soon in buzzex exchange,False
11,msg34155186,https://bitcointalk.org/index.php?topic=2857972.0,,3180,Announcements (Altcoins),2018-04-07 14:27:00,lesdomplus,Newbie,9,0,,[ANN][OFFICIAL] GameX (GX) | NextGEN Gaming Cryptocurrency,тeмa интepecнaя пoзнoвaттeльнaя,False
