id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg26344470,https://bitcointalk.org/index.php?topic=2368871.0,,16109,Announcements (Altcoins),2017-12-15 00:03:52,SmokeMcPay,Full Member,168,100,,[ANN][PRE-ICO]🔥MOVEMENT🔥Pre-ICO IS LIVE!🔥PoS |EARN MONEY ON PEOPLE RUNNING,ATTENTION  MOVEMENT APP PRE-ICO STARTS IN LESS THAN 17 HOURS!  SIGN UP AT https://www.movementapp.io AND GET THE HIGHEST BONUS!  THANK YOU FOR YOUR SUPPORT!  MOVEMENT APP DEV. TEAM,True
2,msg26344894,https://bitcointalk.org/index.php?topic=2368871.0,,16109,Announcements (Altcoins),2017-12-15 00:20:01,rezius,Member,84,10,,[ANN][PRE-ICO]🔥MOVEMENT🔥Pre-ICO IS LIVE!🔥PoS |EARN MONEY ON PEOPLE RUNNING,What time PST?,True
3,msg26345040,https://bitcointalk.org/index.php?topic=2368871.0,msg26344894,16109,Announcements (Altcoins),2017-12-15 00:25:22,SmokeMcPay,Full Member,168,100,,[ANN][PRE-ICO]🔥MOVEMENT🔥Pre-ICO IS LIVE!🔥PoS |EARN MONEY ON PEOPLE RUNNING,"   Hello, it's 9:00AM PST",True
4,msg26349526,https://bitcointalk.org/index.php?topic=2368871.0,,16109,Announcements (Altcoins),2017-12-15 03:20:48,cryptastic,Member,121,10,,[ANN][PRE-ICO]🔥MOVEMENT🔥Pre-ICO IS LIVE!🔥PoS |EARN MONEY ON PEOPLE RUNNING,"BEWARE! This ""Movement App""ICO is a scam.  The White Paper obviously has not been written by an American team. It is riddled with grammar mistakes and generally the worst English that has ever been used. An extremely low attention to detail for such a supposedly good team. This is an obvious Russian scam.  The team does not exist, they are fake people. The LinkedIn profiles are fake .  The pictures of the White Paper have actually been hosted in Russia. It does not get more obvious than this.  PM me for more info if you haven't been in contact yet with me regarding this ongoing scam.      BEWARE! This ""Movement App""ICO is a scam.",True
5,msg26350958,https://bitcointalk.org/index.php?topic=2368871.0,,16109,Announcements (Altcoins),2017-12-15 04:12:33,havicvotre,Member,266,10,,[ANN][PRE-ICO]🔥MOVEMENT🔥Pre-ICO IS LIVE!🔥PoS |EARN MONEY ON PEOPLE RUNNING,Projects like this are very promising because most projects that embrace such systems are mostly successful. So making a new software to do the project is a project that can be spelled out a project that is very interested in many people especially I read from the suppliers or bonuses for the bounty hunter and target achievement is high enough chances are this project will give the best to make the project successful.,True
6,msg26366590,https://bitcointalk.org/index.php?topic=2368871.0,,16109,Announcements (Altcoins),2017-12-15 10:47:31,rezius,Member,84,10,,[ANN][PRE-ICO]🔥MOVEMENT🔥Pre-ICO IS LIVE!🔥PoS |EARN MONEY ON PEOPLE RUNNING,"I also noticed the team is very European looking and those names are not real with the server IP being in Ukraine and confronted the team a week ago. I didn't necessarily think that means scam though, perhaps trying to obtain more $ posing as an American team but still going to put out a product. The website, white paper, and medium articles are extremely well done.",True
7,msg26368537,https://bitcointalk.org/index.php?topic=2368871.0,msg26366590,16109,Announcements (Altcoins),2017-12-15 11:27:25,SmokeMcPay,Full Member,168,100,,[ANN][PRE-ICO]🔥MOVEMENT🔥Pre-ICO IS LIVE!🔥PoS |EARN MONEY ON PEOPLE RUNNING,"   We usually do not react to such silly provocations, but given the scale of spam messages in all of our channels we decided to clarify things a bit here:  During this project, we received an ENORMOUS number of invitations to establish partnerships, to receive help in our marketing campaign, security audits and interviews. Some of the messages that our team received were not as nice, unfortunately, and we received some straight up threats from several community members. The most distressing one was:  Quote from: cryptastic on November 16, 2017, 02:28:06 AM Hi there mr. ""SmokeMcPay"",  I bring you some unfortunate news today, the game is over.  You have done a great job in producing the narrative for your project, it's a shame that you have been sloppy in quite a few regards. I was waiting for confirmation but I have just received several sets of evidence that will undisputely dispel the honesty within the foundations of your project. It's good to have friends in different sectors  I must say, you have been ambitious in setting this up, at least I will give you props for that.  To my disposal are several crypto related Youtube accounts ranging from 1K to 20K subscribers. Next to this, I am in contact with a 80K subscriber Youtuber. And if this isn't enough, I have an insider group on Bitcointalk that will absolutely stampede your project into the ground. Together we range just over 200 accounts (Full member -> Legendary) and I am certain you do not want to experience what we are capable of. Although just one account should be more than enough to put the definite nail in the coffin.  As of now, you have 3 options:  1. Discard your project, explain how you have ran into a few major bumps along the road and you can not continue the project at this point in time. It is still early days, there is no need to incriminate yourself over a few bad decisions.  2. Continue the project, act as if everything is smooth sailing and come to grips with how your life, offline and online, can change in an instant.  3. Pay the amount of 1.337 BTC to 3NUvk6B82VzDCxwxK57zu3jPiMp5taSmXy and regain a second chance in making this project a success. There will be no further actions, doxing or consequences, all plays set in motion will be scrapped.  Consider this your one and only warning.  Since these options might cost you some time to consider or prepare for, you have until Friday 6:00 AM PST to make your decision. I hope you do not make the wrong one.  Should you choose option 3, the amount is expected to be received no later than Friday 10:00 AM PST. Should you fail to comply, Option 2 will come into effect.  Sincerly, c0mrade127  It seems like the ""gentleman"" is so frustrated that we completely ignored his ""offer"" in addition to what 1.337 BTC cost on November 16th and what they cost now, that he deemed it most urgent to start spreading fud about our project. All of our files are hosted on AWS S3 (Amazon Cloud Storage), we're also using their CDN - CloudFront, and we use an AWS Lambda Function for several other mechanisms in our ICO. In other words, we have a fully functional AWS account that requires confirmation through a phone number, id and a credit card.  Even after this post had been made, the ""respectable gentleman"" made another ""offer"":  Quote from: cryptastic on December 15, 2017, 03:05:43 AM I am sure you have read my messages. It's a shame you don't listen.  You can pay the 1.337 BTC to 3NUvk6B82VzDCxwxK57zu3jPiMp5taSmXy  We did an extensive work with the Russian ICO advising companies, ICO marketing firms and Eastern Europe hosting solutions. Given how many successful and transparent ICOs come from Russia and Eastern Europe in general and their cheap service costs it seems like a better deal to us than paying for artwork, marketing and server in the United States. I'm not surprised that some of the graphics have Russian symbols in the file descriptors due to the fact that these graphics resources were ordered from a Russian company.  To sum it up: A regular FRAUDSTER demanding money decided to start spreading angry fud news about this project after we had IGNORED his threat. I do not see how any of the information that cryptastic posted shows us in any bad light.",True
8,msg26372048,https://bitcointalk.org/index.php?topic=2368871.0,,16109,Announcements (Altcoins),2017-12-15 12:36:56,enigmatical,Sr. Member,588,268,,[ANN][PRE-ICO]🔥MOVEMENT🔥Pre-ICO IS LIVE!🔥PoS |EARN MONEY ON PEOPLE RUNNING,I learnt app gives the users ability to tokenize their physical activity. The activity will be represented as digital coins and could be converted to tokens with real world value. Can this be converted directly to fiat?,True
9,msg26372188,https://bitcointalk.org/index.php?topic=2368871.0,msg26368537,16109,Announcements (Altcoins),2017-12-15 12:39:39,enigmatical,Sr. Member,588,268,,[ANN][PRE-ICO]🔥MOVEMENT🔥Pre-ICO IS LIVE!🔥PoS |EARN MONEY ON PEOPLE RUNNING,"   As much as I find this project an ingenious one, remember the popular proverb which says, ""it is only a tree full of ripe fruits that people can throw stones at."" So criticism would come obviously when you are doing something good.",True
10,msg26372531,https://bitcointalk.org/index.php?topic=2368871.0,msg26349526,16109,Announcements (Altcoins),2017-12-15 12:45:33,mainconcept,Sr. Member,574,418,,[ANN][PRE-ICO]🔥MOVEMENT🔥Pre-ICO IS LIVE!🔥PoS |EARN MONEY ON PEOPLE RUNNING,"   Maybe, maybe not, but: your last post was on july, 19th - and today you spamming all the threads with this post.  This behaviour seems also very suspicious.  edit: don't get me wrong, i also won't invest in this project.",True
